Expected,Predicted,Content
DEFAULT,COMPLAINT,any way start internet banking without visiting branch registered account on sbi application but its server is always down
DEFAULT,COMPLAINT,shape their future while you fulfil your dreams bethehope
DEFAULT,COMPLAINT,y r u blocking all the cards that too during this festive season that's so inconvenient it will take weeks fr a new
DEFAULT,COMPLAINT,csi award for best bank to implement big data analytics implementation another feather in the cap of gitc https: t c
DEFAULT,MISCEALLANEOUS,no sir ma'm i think i shuld boycuttsbi
DEFAULT,REQUEST,perform basic banking activities using dms through sbi•À_s official twitter handle follow us for more on sbimingle htt
DEFAULT,COMPLAINT,seriously sbi get your shit together
DEFAULT,COMPLIMENT,okay what's with cards getting blocked
DEFAULT,COMPLAINT,seriously sbi get your shit together
DEFAULT,COMPLIMENT,okay what's with cards getting blocked
DEFAULT,MISCEALLANEOUS,release
DEFAULT,COMPLAINT,download champcash money app from playstoresign up with google optionsubmit sponser i d
DEFAULT,REQUEST,how much is ten rupees converted to kenyans shillings
DEFAULT,COMPLAINT,pvtbanklobby boy scr*wing you and your idiots harass your customers
DEFAULT,REQUEST,my complaint has been registered with ticket no: plz quote this no
DEFAULT,COMPLAINT,worlds biggest bank proud sponsor worlds biggest culinary heats ycolympiad ht
DEFAULT,COMPLAINT,sir account in sbi not debit cards sir plis sir
DEFAULT,COMPLAINT,otherwise everyone will slowly start losing faith in you as a trusted brand
DEFAULT,COMPLAINT,this is quite disappointing the way you guys deal with situations arrange for a call and solve it
DEFAULT,COMPLAINT,learning is a treasure to cherish procuring an education loan now made easy with vidya lakshmi to know more visit ht
DEFAULT,COMPLAINT,and complaints to branch manager sonari branch for refund of the amount to the correct account no but no action pls help
DEFAULT,REQUEST,this account belongs to one ms shital kadam at hdfc aundh branch pune my father and his friend has been making requests
DEFAULT,COMPLAINT,on rd september while depositing at sbi sonari branch assam he wrote the account no as
DEFAULT,COMPLAINT,millions of customers data leaked atm cards blocked no reporting
DEFAULT,REQUEST,this is a welcome step this is already standrd procedure across many countries
DEFAULT,COMPLAINT,worlds biggest bank proud sponsor worlds biggest culinary heats ycolympiad ht
DEFAULT,MISCEALLANEOUS,my application sbi sidhi branch sms alert activation not done pls note this i am very upset now
DEFAULT,COMPLAINT,pvtbanklobby boy scr*wing you and your idiots harass your customers
DEFAULT,COMPLAINT,its weekend and such things happened also your online cms complaint site is down pathetic who to blame
DEFAULT,COMPLAINT,shape their future while you fulfil your dreams bethehope
DEFAULT,COMPLAINT,sbi atm debit card blocked without intimating customer and no proper communication *worst bank ever seen *
DEFAULT,COMPLAINT,this is the worst bank in the world
DEFAULT,COMPLAINT,worlds biggest bank proud sponsor worlds biggest culinary heats ycolympiad ht
DEFAULT,COMPLAINT,csi award for best bank to implement big data analytics implementation another feather in the cap of gitc https: t c
DEFAULT,COMPLAINT,my card has been blocked without any intimation to me why so i contacted my home branch dibrugarh code but no feedback
DEFAULT,COMPLAINT,its waste its bn a month i snt mail still no response noupdate i had lost k due to lack of bank security
DEFAULT,COMPLAINT,i dont have online sbi or netbanking for the account of my grandmother now what is the procedure to apply for new atm card
DEFAULT,COMPLAINT,was notified about supreme court's order by so it has committed
DEFAULT,COMPLAINT,it's not even possible for me to go back home suddenly to get a new atm y do u cause such inconvenience to your customers
DEFAULT,COMPLAINT,blocked my atm card without any warning and saying to get a new one i'm living in mumbai and my home branch is in kerala
DEFAULT,COMPLAINT,not able to login sbi online account no proper response frm customer care
DEFAULT,COMPLAINT,blocked my atm card without any warning away from home without any money in hand is this the way to treat your customers
DEFAULT,COMPLIMENT,congratulations sbi but what about sbi clerk sbiclerk
DEFAULT,COMPLIMENT,congratulations
DEFAULT,COMPLIMENT,congratulations
DEFAULT,COMPLAINT,can u pls explain why my atm is blocked by bank account no
DEFAULT,COMPLAINT,go places without losing touch with your bank download statebankanywhere a mobile banking app that lets you bank fro
DEFAULT,REQUEST,exclusive we hope to resolve essar steel issue this fiscal many npa issues will be resolved this year
DEFAULT,COMPLIMENT,thanks for resolving my issue but you could've been little fast
DEFAULT,COMPLAINT,in the garb of kyc and social benefit schemes they want to intrude our privacy
DEFAULT,COMPLAINT,millions of customers data leaked atm cards blocked no reporting
DEFAULT,COMPLIMENT,thanks for spreading the word against aadhaar much appreciated please add
DEFAULT,COMPLAINT,they call it 'kyc compliance' but want only aadhaar not any other id address
DEFAULT,REQUEST,perform basic banking activities using dms through sbi•À_s official twitter handle follow us for more on sbimingle htt
DEFAULT,COMPLAINT,was notified about supreme court's order by so it has committed
DEFAULT,REQUEST,contestalert have you participated in the newbeginningswithsbi contest yet tell us what you bought this dussehra an
DEFAULT,COMPLIMENT,congratulations sbi but what about sbi clerk sbiclerk
DEFAULT,COMPLAINT,worlds biggest bank proud sponsor worlds biggest culinary heats ycolympiad ht
DEFAULT,REQUEST,how can i apply for second atm card from online banking
DEFAULT,COMPLAINT,shape their future while you fulfil your dreams bethehope
DEFAULT,COMPLAINT,my atmcard is blocked suddnly andm calling helpline but nobdy is pickingup noprevious notification came tome iwnt asolution
DEFAULT,COMPLAINT,running behind sbi past days hoping get sum helpwith home loan calls r not picked branch visits don't help
DEFAULT,MISCEALLANEOUS,employee meemployees can't get some things done for themselves for customers it will be a distant dreamcustomer first
DEFAULT,COMPLAINT,transferring funds is now as easy as tweeting sbimingle lets your perform twitter transactions in a secure way bank
DEFAULT,MISCEALLANEOUS,dear whenever association are formed identity is that organisation
DEFAULT,COMPLAINT,product text has no drop out option leaving it blank submitting ends up with error message
DEFAULT,COMPLAINT,shape their future while you fulfil your dreams bethehope
DEFAULT,REQUEST,account no we submitted required docs to change the mobile no but it has not changed yet pls check
DEFAULT,COMPLAINT,financegyaan the •À_abc•À_ of banking up your banking knowledge as we simplify complex finance jargons for you https: t
DEFAULT,COMPLAINT,worlds biggest bank proud sponsor worlds biggest culinary heats ycolympiad ht
DEFAULT,COMPLAINT,shape their future while you fulfil your dreams bethehope
DEFAULT,COMPLAINT,its bn a month i snt mail still no response noupdate i had lost k due to lack of bank security with atm
DEFAULT,COMPLAINT,it shows technical error
DEFAULT,COMPLAINT,worlds biggest bank proud sponsor worlds biggest culinary heats ycolympiad ht
DEFAULT,COMPLIMENT,please see and share for wider support agains
DEFAULT,COMPLAINT,all fake
DEFAULT,COMPLAINT,shape their future while you fulfil your dreams bethehope
DEFAULT,COMPLIMENT,hearing about lakh atm cards have been blocked in kerala need confirmation
DEFAULT,REQUEST,your complaint page is not working so where should in complain for your complain page
DEFAULT,COMPLAINT,go places without losing touch with your bank download statebankanywhere a mobile banking app that lets you bank fro
DEFAULT,COMPLAINT,i am so disappointed by home loan services that i might close all my relationship with sbi in futur
DEFAULT,REQUEST,is now testing this theory pensions digitalindia
DEFAULT,COMPLAINT,boycott instant funds transfers with sbimingle of for violating your privacy fundamentalrights through
DEFAULT,COMPLAINT,shop then just wave to pay use sbiintouch contactless debit card for a seamless paying experience offer paywave ht
DEFAULT,COMPLAINT,financegyaan the •À_abc•À_ of banking up your banking knowledge as we simplify complex finance jargons for you https: t
DEFAULT,COMPLAINT,wow and still can't get a pie out of vijay mallya such high standards from a bank that's mergin
DEFAULT,COMPLAINT,its waste its bn a month i snt mail still no response noupdate i had lost k due to
DEFAULT,MISCEALLANEOUS,see ekyc is different from kyc you need paper based documents for kyc we
DEFAULT,COMPLAINT,in the garb of kyc and social benefit schemes they want to intrude our privacy
DEFAULT,COMPLIMENT,thanks for spreading the word against aadhaar much appreciated please add
DEFAULT,COMPLAINT,worlds biggest bank proud sponsor worlds biggest culinary heats ycolympiad ht
DEFAULT,COMPLAINT,worlds biggest bank proud sponsor worlds biggest culinary heats ycolympiad ht
DEFAULT,COMPLAINT,they call it 'kyc compliance' but want only aadhaar not any other id address
DEFAULT,COMPLAINT,was notified about supreme court's order by so it has committed
DEFAULT,COMPLAINT,transferring funds is now as easy as tweeting sbimingle lets your perform twitter transactions in a secure way bank
DEFAULT,COMPLAINT,financegyaan the •À_abc•À_ of banking up your banking knowledge as we simplify complex finance jargons for you https: t
DEFAULT,COMPLAINT,shop then just wave to pay use sbiintouch contactless debit card for a seamless paying experience offer paywave ht
DEFAULT,COMPLAINT,congratulations to mr mrutyunjay mahapatra on being awarded best cio of the year award by csi it innovations and exc
DEFAULT,COMPLAINT,why are you not responding
DEFAULT,COMPLAINT,excellent exercise to teach people banking in simple but vigilant way
DEFAULT,COMPLAINT,financegyaan the •À_abc•À_ of banking up your banking knowledge as we simplify complex finance jargons for you https: t
DEFAULT,COMPLAINT,worlds biggest bank proud sponsor worlds biggest culinary heats ycolympiad ht
DEFAULT,COMPLIMENT,retweeted abdullah ahmed : worlds biggest bank proud sponsor worlds
DEFAULT,COMPLAINT,worlds biggest bank proud sponsor worlds biggest culinary heats ycolympiad ht
DEFAULT,COMPLAINT,worlds biggest bank proud sponsor worlds biggest culinary heats ycolympiad ht
DEFAULT,COMPLIMENT,worlds biggest bank proud sponsor worlds biggest culinary heats ycolympiad
DEFAULT,COMPLAINT,i'm unable to login my sbi account i made a complaint through customer care they didn't reply me since days
DEFAULT,REQUEST,perform basic banking activities using dms through sbi•À_s official twitter handle follow us for more on sbimingle htt
DEFAULT,COMPLAINT,but sbi name is involved and that is sufficient to damage the bank name
DEFAULT,MISCEALLANEOUS,nanny in bangalore nanny in chennai nanny in koz for more info visit
DEFAULT,COMPLAINT,not getting the otp
DEFAULT,COMPLAINT,behavior of dvd bax
DEFAULT,REQUEST,give loan
DEFAULT,COMPLIMENT,gaya very bad
DEFAULT,COMPLAINT,my sbi atm card has been blocked by sbi without ny valid reason
DEFAULT,REQUEST,sbiclerk please once question your conscience what if your son or daughter is waiting for results
DEFAULT,REQUEST,plz publish sbi clerk result sbiclerk
DEFAULT,REQUEST,declare clerk result as soon as possible sbiclerk
DEFAULT,REQUEST,nand: sir plz do smthing abt
DEFAULT,REQUEST,i bought sadness and frustration and a clueless career this time sbiclerk result happy about it
DEFAULT,COMPLAINT,if anyone ask for shameless irresponsible disgusting bank den is d best example sbicle
DEFAULT,REQUEST,sbiclerk hey assholes why are u not declaring the results u mother fuckers
DEFAULT,REQUEST,plz declare clerk result sbiclerk
DEFAULT,REQUEST,plz publish clerk result sbiclerk
DEFAULT,REQUEST,we r frustrated now plz publish clerk result sbiclerk
DEFAULT,REQUEST,plz publish clerk result as soon as possible sbiclerk
DEFAULT,REQUEST,till when shall i update myself with career page sbiclerk
DEFAULT,COMPLAINT,till when shall i update myself with career page till my last breath
DEFAULT,COMPLAINT,till my last breath sbiclerk
DEFAULT,REQUEST,this is fu*king insane hope remembers there was exam named sbiclerk you can sleep but we lacs+ aspi
DEFAULT,REQUEST,on this dashara we want sbi clerk result sbiclerk
DEFAULT,COMPLAINT,: on behalf of all the aspirants we request to declare the results of sbi clerk soon sb
DEFAULT,COMPLAINT,nand: do smthing abt sbiclerk result or we should boycottsbi
DEFAULT,REQUEST,plz declare clerk result sbiclerk
DEFAULT,REQUEST,declare clerk result sbiclerk
DEFAULT,REQUEST,we want sbi clerk result sbiclerk
DEFAULT,MISCEALLANEOUS,is sleeping ovr sbiclerk
DEFAULT,COMPLAINT,: why r u ruining careers of youngster now ll clash with ibps and more will suffer declare sb
DEFAULT,SUGGESTION,when will the sbiclerk result be declared will it be declared before new year
DEFAULT,REQUEST,nand: now we shuld boycuttsbi sbiclerk
DEFAULT,REQUEST,when will be sbi clerk result declare sbiclerk
DEFAULT,SUGGESTION,economic times plz support us sbiclerk
DEFAULT,REQUEST,y there is much delay in sbiclerk result declaration plz look lakhs st
DEFAULT,COMPLAINT,there is no new update regarding sbiclerk result since last month there is more than six months to sta
